spectrum_1,spectrum_2,spectrum_3,spectrum_4,spectrum_5,spectrum_6,spectrum_7,spectrum_8,spectrum_9,spectrum_10,spectrum_11,spectrum_12,spectrum_13,spectrum_14,spectrum_15,spectrum_16,alcohol_percentage,sugar_percentage
3933,2318,3106,5256,2258,2432,1384,3187,4260,1864,2517,2839,8420,4877,3280,5993,2,4
3910,2288,3079,5226,2322,2418,1379,3172,4487,1875,2530,2842,8442,4869,3299,5972,2,4
5112,2821,3893,6901,2381,2825,1612,3976,5843,2171,2956,3532,11463,6549,4196,8052,2,5
5029,2841,3887,6934,2476,2834,1616,3933,5768,2169,2978,3550,11466,6516,4210,8060,2,5
5020,2812,3838,6799,2237,2800,1590,3936,5774,2155,2958,3521,11242,6411,4156,7945,2,5
5008,2785,3822,6781,2341,2804,1595,3922,5813,2152,2953,3515,11110,6403,4114,7902,2,5
5041,2806,3843,6886,2516,2817,1590,3936,5698,2161,2963,3524,11161,6399,4159,7884,2,5
5031,2752,3854,6833,2469,2796,1580,3931,5733,2172,2958,3518,11129,6364,4123,7784,2,5
5082,2759,3801,6874,2415,2803,1603,3949,5979,2176,2953,3544,10897,6421,4090,7848,2,5
5072,2760,3869,6839,2370,2795,1589,3957,5980,2158,2954,3539,11081,6343,4110,7798,2,5
5042,2818,3853,6812,2406,2795,1592,3933,5875,2139,2962,3518,11079,6332,4125,7810,2,5
2415,1733,2033,3006,1676,1987,1226,2312,3072,1518,1982,2102,3685,2495,2171,2714,2,6
2428,1708,2033,2999,1690,1921,1163,2251,2967,1461,1946,2054,3612,2441,2145,2670,2,6
2401,1680,1999,2951,1610,1889,1149,2234,2986,1456,1930,2052,3595,2420,2127,2635,2,6
2390,1686,1999,2945,1632,1883,1133,2240,2876,1456,1933,2055,3588,2433,2127,2607,2,6
2404,1699,2014,2955,1399,1895,1150,2233,2853,1455,1918,2039,3573,2426,2129,2627,2,6
2415,1719,2025,2961,1569,1908,1145,2259,2856,1474,1947,2074,3595,2469,2142,2706,2,6
2448,1714,2052,3012,1577,1895,1149,2282,3029,1468,1950,2085,3665,2474,2165,2764,2,6
2459,1723,2054,3010,1659,1910,1151,2291,3084,1466,1958,2088,3674,2491,2167,2718,2,6
2432,1717,2020,2976,1502,1893,1136,2264,3017,1478,1951,2074,3624,2453,2140,2711,2,6
2418,1657,2023,2971,1748,1879,1136,2230,3057,1448,1940,2055,3582,2415,2102,2697,2,6
2429,1712,2025,2978,1634,1875,1138,2234,2980,1447,1917,2055,3612,2440,2108,2705,2,6
2447,1633,2047,3019,1761,1932,1178,2275,3166,1485,1976,2086,3684,2470,2140,2702,2,6
2448,1704,2037,3006,1790,1939,1180,2297,3245,1509,1973,2100,3692,2495,2137,2804,2,6
2437,1681,2038,3065,1670,1924,1149,2302,3175,1487,1963,2089,3786,2552,2181,2898,2,6
2499,1733,2091,3077,1835,1988,1215,2342,3234,1558,2048,2145,3718,2523,2181,2831,2,6
6521,3575,4959,8692,3378,3477,1948,5033,7444,2687,3759,4555,14532,8276,5367,10321,2,7
6501,3544,4905,8477,3315,3465,1914,4928,7264,2681,3750,4537,14471,8232,5330,10252,2,7
6391,3495,4851,8605,3376,3407,1898,4948,7540,2632,3676,4445,14332,8154,5291,9753,2,7
6413,3469,4880,8627,3063,3425,1914,4948,7055,2661,3695,4471,14322,8115,5297,10067,2,7
6381,3455,4865,8634,2285,3469,1946,4971,6817,2716,3753,4478,14195,8061,5254,10035,2,7
6401,3457,4857,8582,3006,3432,1901,4937,7047,2649,3696,4454,14217,8070,5232,10038,2,7
6369,3478,4832,8563,2919,3414,1906,4936,7107,2665,3702,4449,14207,8045,5237,10012,2,7
6359,3463,4842,8573,3105,3418,1898,4930,7116,2651,3686,4444,14120,8017,5239,10007,2,7
6364,3459,4846,8444,3003,3398,1864,4839,6954,2579,3560,4311,13419,7701,5037,9507,2,7
6088,3310,4627,8137,2905,3330,1854,4747,6856,2559,3549,4274,13179,7559,4987,9412,2,7
6090,3324,4653,8166,3042,3342,1868,4758,6811,2591,3585,4291,13297,7616,5014,9403,2,7
6104,3328,4648,8185,2999,3327,1871,4763,6816,2599,3605,4322,13329,7624,5010,9514,2,7
6124,3301,4641,8189,2833,3337,1874,4763,6889,2597,3598,4297,13333,7626,5014,9487,2,7
6120,3315,4656,8194,2825,3358,1876,4775,6997,2596,3613,4313,13364,7639,5027,9555,2,7
1278,973,1056,1546,776,1182,844,1227,1379,831,1017,1057,1551,1087,1089,1207,3,0
1238,922,1059,1521,884,1199,841,1209,1310,839,1011,1037,1510,1069,1063,1158,3,0
1224,871,1029,1492,765,1189,849,1201,1371,841,1034,1058,1526,1073,1069,1190,3,0
1236,929,1028,1497,690,1195,857,1225,1457,847,1055,1057,1535,1084,1082,1212,3,0
1281,980,1077,1561,1052,1244,905,1226,1410,885,1071,1082,1556,1108,1090,1174,3,0
1276,943,1072,1532,949,1242,899,1229,1334,863,1073,1071,1508,1079,1067,1143,3,0
1236,941,1049,1510,865,1250,911,1227,1351,892,1082,1076,1499,1087,1095,1083,3,0
1223,955,1062,1483,825,1246,906,1219,1332,870,1091,1080,1485,1084,1085,1120,3,0
1204,920,1038,1456,918,1235,902,1205,1296,865,1073,1064,1462,1053,1062,1074,3,0
1043,820,915,1247,882,1167,862,1043,1327,834,1022,975,1267,932,980,975,3,0
1064,849,932,1278,865,1206,872,1081,1170,851,1034,997,1269,938,980,955,3,0
1091,901,965,1301,760,1227,905,1112,1266,877,1062,1033,1310,989,1019,933,3,0
13985,6564,10357,19568,5369,6064,3571,9148,9735,3641,5045,6000,18684,10161,6643,11214,3,1
12568,5866,9213,17368,5074,5568,3290,8428,9125,3421,4831,5820,18374,10362,7097,12350,3,1
12629,5932,9274,17473,5214,5544,3271,8429,9150,3424,4842,5832,18443,10397,7083,12365,3,1
12480,5854,9149,17250,5198,5520,3257,8340,8774,3382,4789,5745,18189,10247,6999,12225,3,1
12359,5822,9079,17083,5107,5466,3248,8304,8836,3380,4753,5733,18068,10196,6950,12174,3,1
12228,5747,8981,16938,5133,5442,3218,8205,8808,3356,4707,5675,17836,10075,6869,11921,3,1
12103,5657,8900,16746,4993,5365,3190,8125,8834,3314,4665,5607,17698,9976,6804,11905,3,1
13222,6141,9892,18887,5628,6076,3700,9529,10410,3899,5190,6430,20311,11588,7884,14138,3,1
14811,6776,10856,20573,6097,6542,3877,9946,10783,4029,5684,6821,21669,12138,8202,14499,3,1
15032,6918,10935,20764,5967,6545,3883,9927,10722,4016,5665,6832,21806,12286,8298,14792,3,1
15000,6887,10958,20722,6051,6545,3880,9961,10758,4031,5675,6830,21785,12294,8357,14488,3,1
15079,6875,10956,20799,5860,6537,3862,9951,10891,4027,5666,6836,21692,12102,8325,14655,3,1
14916,6871,10941,20768,6077,6557,3879,9965,10767,4045,5682,6853,21920,12326,8312,14776,3,1
15104,6895,10975,20742,6050,6574,3891,10057,10866,4043,5681,6847,21788,12289,8326,14805,3,1
11882,5398,8376,15527,4914,5270,3140,8365,9570,3615,5109,6394,20917,11706,7844,13756,3,2
13853,6350,10063,19126,5650,6084,3601,9289,10226,3853,5318,6276,19747,11000,7325,12840,3,2
10633,5048,8169,15735,4623,5332,3184,8152,8900,3353,4662,5546,17630,9990,6699,11770,3,2
12217,5606,8875,17101,5060,5458,3240,8233,9021,3457,4848,5783,18436,10393,7019,12346,3,2
12501,5703,9122,17451,5391,5568,3275,8376,9030,3442,4816,5704,17785,10244,6921,12402,3,2
12296,5605,8968,17129,5246,5418,3200,8177,8823,3502,4671,5758,17700,10198,6760,12102,3,2
11805,5352,8530,16180,4899,5166,3068,7832,8463,3255,4557,5435,17058,9601,6528,11411,3,2
11260,5179,8253,15695,4764,5114,3053,7734,8374,3221,4491,5358,16829,9543,6479,11433,3,2
13105,6117,9901,19239,5802,6165,3603,9405,10271,3724,5232,6278,19965,11280,7643,13612,3,2
14600,6641,10637,20089,5827,6370,3730,9734,10605,3929,5498,6606,20192,11615,7729,13247,3,2
13253,6051,9659,18297,5339,5844,3449,8842,9568,3611,5042,6056,19073,10793,7348,12851,3,2
13905,6290,10126,19280,5705,6090,3569,9235,10042,3754,5279,6354,20115,11346,7693,13576,3,2
14021,6418,10211,19254,5519,6102,3559,9411,10101,3779,5357,6433,20436,11396,7410,13031,3,2
15042,6845,10885,20561,5650,6563,3828,10076,10707,4030,5678,6858,22177,12315,8335,14935,3,3
15010,6908,10953,20593,5517,6547,3823,10031,10485,4026,5656,6826,22091,12263,8318,14793,3,3
14985,6899,10914,20557,5920,6525,3803,9931,10374,3973,5574,6735,21912,12071,8264,14780,3,3
14458,6641,10545,19935,5536,6306,3700,9597,10092,3896,5467,6608,21395,11897,8061,14511,3,3
14691,6774,10682,19580,5594,6369,3691,9741,10143,3878,5460,6651,21411,11952,8086,14459,3,3
14797,6810,10767,20309,5868,6433,3742,9891,10353,3935,5544,6684,21635,12026,8141,14620,3,3
14812,6795,10792,20457,5817,6461,3776,9852,10399,3954,5573,6767,21858,12130,8207,14720,3,3
14625,6724,10680,20162,5787,6434,3784,9862,10368,3943,5537,6691,21725,12071,8158,14508,3,3
14046,6461,10222,19315,5527,6177,3641,9549,10290,3903,5501,6676,21699,12046,8093,14441,3,3
14524,6610,10562,20005,5628,6329,3698,9644,10102,3891,5448,6584,21405,11878,8032,14318,3,3
14543,6637,10622,20114,5704,6359,3728,9746,10269,3910,5526,6686,21698,12003,8187,14459,3,3
14550,6650,10577,20088,5698,6309,3692,9654,10199,3887,5510,6638,21898,12070,8109,14330,3,3
14695,6659,10646,20068,5722,6299,3678,9579,10150,3864,5449,6560,21288,11831,7980,14298,3,3
14360,6604,10466,19766,5768,6266,3661,9651,10138,3894,5496,6662,21609,12035,8164,14503,3,3
14956,6893,10908,20493,5781,6604,3837,10065,10678,4009,5616,6763,21662,12123,8195,14733,3,4
14895,6888,10846,20463,5794,6513,3778,9962,10627,3905,5492,6641,21171,11837,8029,14308,3,4
14293,6622,10458,19754,5823,6381,3741,9971,10706,3960,5551,6650,20981,11716,7972,14060,3,4
14710,6703,10540,20147,5942,6419,3745,9736,10356,3882,5412,6542,20882,11710,8005,14320,3,4
14610,6833,10567,19767,5389,5764,3317,8580,9126,3504,4865,5793,18280,10326,7102,12407,3,4
14747,6865,10842,20176,5920,6501,3783,9997,10603,3977,5593,6730,21438,11993,8076,14411,3,4
14734,6845,10851,20242,5913,6508,3799,10100,10672,3968,5575,6735,21566,12111,8194,14533,3,4
14553,6758,10701,20168,5871,6444,3767,9921,10593,3918,5547,6760,21278,11951,8085,14191,3,4
14097,6454,10269,19789,5741,6396,3722,9799,10519,3896,5486,6660,20837,11744,7977,14247,3,4
14627,6749,10817,20333,5879,6513,3819,9945,10661,4006,5548,6689,21444,11990,8107,14445,3,4
14782,6846,10864,20225,6015,6364,3637,9521,10366,3892,5544,6760,21575,11894,7771,13321,3,4
14742,6785,10797,20120,5557,6494,3768,10219,10805,3910,5501,6609,20991,11850,7974,14207,3,4
15118,7121,11077,20264,6161,6674,3891,10735,11406,4059,5763,7083,21438,12225,8444,14653,3,5
14931,7018,11026,20256,6013,6626,3848,10519,11242,4045,5728,7011,21780,12366,8402,14833,3,5
15057,6973,11072,20545,6301,6641,3891,10357,11124,4053,5737,6950,21860,12359,8456,14867,3,5
15032,7019,11036,20409,5762,6621,3855,10305,10953,4039,5721,6995,21381,12161,8481,14436,3,5
15002,6997,11015,20485,5692,6567,3837,10176,10908,4020,5695,6895,21807,12278,8426,14712,3,5
14952,7016,11066,20325,6007,6602,3835,10362,11071,4027,5699,6898,21917,12356,8415,14821,3,5
15012,6995,11033,20403,6025,6605,3832,10539,11239,4016,5708,7009,21389,12232,8436,14573,3,5
14932,6950,10970,20636,5816,6611,3834,10152,10859,4050,5708,6946,21775,12311,8410,14755,3,5
15043,6919,10998,20628,5799,6586,3833,10223,10970,4020,5698,6916,21765,12282,8388,14771,3,5
15012,6994,10996,20465,5918,6584,3822,10375,11072,4000,5695,6940,21642,12262,8384,14766,3,5
14979,6969,11000,20498,5932,6582,3795,10282,10921,3995,5711,6902,21712,12263,8381,14767,3,5
14989,6960,10988,20416,6024,6593,3820,10426,11069,4022,5719,6954,21459,12225,8403,14649,3,5
15028,6993,10972,20445,5971,6595,3847,10368,11147,4034,5713,6960,21604,12249,8385,14745,3,5
15019,6931,10980,20476,6059,6606,3836,10545,11142,3995,5694,6965,21493,12244,8384,14692,3,5
14980,6934,10981,20358,6081,6587,3824,10435,11165,4011,5722,7013,21045,12084,8411,14455,3,5
15437,7061,11205,20871,6192,6777,3911,11094,11897,4101,5888,7253,21607,12350,8532,14983,3,6
15427,7029,11173,20998,6173,6741,3913,11013,11883,4087,5864,7215,21616,12359,8514,15093,3,6
15271,7076,11120,20128,6328,6684,3865,10552,11194,4003,5655,6982,21254,12022,8323,14531,3,6
15425,7055,11183,20912,6281,6725,3898,10686,11449,4126,5867,7162,21811,12350,8496,15000,3,6
15270,7058,11143,20858,6360,6716,3915,10553,11308,4085,5856,7166,20806,12004,8470,14968,3,6
15364,6987,11115,20963,6304,6719,3910,10677,11433,4079,5840,7167,21140,12179,8487,14815,3,6
15334,7025,11158,20727,6356,6716,3881,10809,11657,4071,5861,7223,21178,12228,8470,14938,3,6
15366,6970,11124,20961,6441,6707,3916,10547,11496,4081,5852,7179,21251,12177,8530,14689,3,6
15265,7030,11048,20244,6268,6691,3865,10667,11520,4075,5827,7085,21859,12327,8442,15080,3,6
15262,7044,11118,20316,6399,6704,3874,10662,11391,4073,5836,7097,21850,12311,8478,14958,3,6
15238,7040,11119,20794,6220,6704,3898,10504,11240,4083,5827,7099,21619,12206,8471,14874,3,6
15315,6952,11075,20815,6245,6692,3842,10857,11769,4045,5830,7208,21333,12234,8425,15020,3,6
15271,6934,11099,20657,6532,6690,3835,11062,11892,4065,5829,7140,21632,12321,8424,15027,3,6
15346,6907,11092,20851,6328,6692,3890,10508,11290,4075,5810,7062,21905,12339,8406,15120,3,6
15350,6933,11084,20908,6463,6709,3897,10834,11642,4052,5822,7182,21426,12263,8437,15035,3,6
15467,7269,11243,20516,6466,6865,3945,11039,12005,4140,5914,7226,21601,12268,8547,15074,3,7
15255,7155,11159,20210,6368,6816,3917,11017,11851,4091,5920,7229,21617,12287,8582,15107,3,7
15096,7006,10992,20457,6288,6655,3862,10655,11404,4017,5715,7002,20512,11818,8281,14516,3,7
14852,6805,10749,20212,6136,6537,3746,10615,11516,3953,5660,6967,20861,11963,8215,14707,3,7
14847,6877,10813,20121,6262,6583,3783,10503,11313,3981,5718,6993,20684,11914,8491,14679,3,7
15114,7055,10915,19980,6119,6584,3724,10368,11065,3952,5644,6863,20421,11607,8189,14222,3,7
14581,6776,10612,19325,6225,6515,3736,10336,11054,3953,5625,6831,20536,11649,8102,14364,3,7
15322,7174,11164,20540,6368,6732,3847,10601,11242,4001,5706,6988,21357,12304,8537,14903,3,7
15244,7028,11008,20564,6151,6708,3862,10541,11360,4047,5827,7117,21391,12117,8426,14844,3,7
15397,7057,11157,20753,6465,6782,3880,11168,12026,4086,5880,7283,21229,12213,8524,15094,3,7
15317,7121,11143,20577,6262,6774,3877,10847,11787,4106,5886,7175,21246,12195,8514,14791,3,7
15443,7047,11183,20471,6490,6765,3864,11273,11914,4087,5875,7169,21779,12288,8491,15063,3,7
15370,7071,11151,20869,6263,6742,3868,10960,11786,4046,5872,7326,20609,12104,8525,15019,3,7
15339,7130,11184,20397,6388,6794,3893,10925,11725,4118,5894,7176,21599,12255,8539,14900,3,7
1816,1333,1554,2153,1252,1768,1301,1753,1795,1276,1575,1603,2190,1625,1594,1789,4,0
1970,1424,1733,2355,1494,1885,1390,1939,2029,1386,1693,1733,2366,1759,1729,1931,4,0
2118,1489,1822,2451,1359,1961,1449,1982,2100,1432,1722,1771,2559,1857,1784,2046,4,0
1913,1415,1633,2232,1412,1794,1318,1768,1859,1307,1579,1587,2251,1648,1609,1821,4,0
1969,1368,1671,2291,1291,1810,1350,1820,1824,1331,1592,1622,2349,1709,1638,1814,4,0
2109,1499,1792,2493,1527,1960,1491,2014,2091,1469,1767,1817,2626,1932,1868,2104,4,0
2244,1628,1931,2661,1509,2105,1602,2150,2229,1584,1890,1922,2744,2012,1975,2173,4,0
2310,1730,1990,2733,1651,2156,1607,2189,2198,1583,1912,1963,2783,2046,1983,2227,4,0
1876,1481,1671,2234,1443,1901,1420,1895,1986,1400,1680,1732,2254,1686,1741,1813,4,0
1900,1473,1657,2225,1278,1853,1370,1882,2094,1363,1666,1707,2259,1699,1742,1876,4,0
1935,1469,1690,2280,1357,1868,1366,1902,1994,1379,1691,1734,2294,1731,1763,1848,4,0
1973,1485,1726,2325,1364,1908,1393,1931,2114,1384,1705,1751,2329,1730,1776,1834,4,0
2041,1628,1724,2455,1901,2350,1682,2168,2128,1651,2131,2030,2477,1911,1940,2059,4,1
2223,1753,1959,2517,1759,2442,1706,2255,2297,1728,2227,2136,2601,1986,2008,2238,4,1
2177,1708,1956,2492,1862,3014,2286,2529,2434,1947,2324,2051,2399,1850,1881,1990,4,1
2049,1666,1860,2372,1766,2355,1757,2093,1944,1672,2113,1955,2415,1848,1880,1953,4,1
2030,1636,1829,2330,1735,2323,1769,2042,1904,1683,2038,1874,2303,1794,1818,1872,4,1
2053,1607,1815,2354,1644,2205,1631,2076,2026,1624,2075,1996,2499,1972,1970,2081,4,1
2171,1652,1916,2459,1766,2309,1646,2130,1948,1613,2096,1993,2478,1927,1916,2016,4,1
2075,1604,1851,2413,1817,2228,1565,2074,1984,1532,1966,1886,2417,1840,1805,1920,4,1
2347,1600,2129,2712,1272,2493,1734,2305,1691,1738,2284,2188,2776,2141,2100,1993,4,1
2736,2250,2450,3243,2340,3028,2283,2804,2706,2152,2565,2458,3128,2358,2437,2505,4,2
2733,2210,2408,3208,2176,2947,2202,2717,2844,2153,2599,2504,3165,2414,2476,2501,4,2
2740,2223,2387,3197,2133,2915,2210,2768,2898,2146,2643,2550,3020,1921,2017,2167,4,2
2145,1689,1810,2523,1621,2184,1638,2080,2182,1585,1914,1892,2530,1828,1847,2099,4,2
1969,1602,1722,2334,1732,2150,1641,1967,2156,1590,1915,1828,2295,1706,1759,1846,4,2
1927,1573,1693,2269,1513,2167,1628,1951,2106,1590,1920,1819,2247,1685,1770,1779,4,2
1865,1565,1650,2215,1655,2172,1647,1921,2063,1599,1896,1800,2227,1654,1722,1852,4,2
1864,1486,1644,2247,1424,2149,1677,2556,2653,1871,2384,2371,3340,2421,2307,2693,4,2
2857,2076,2454,3405,2010,2789,1959,2713,2686,1938,2480,2457,3444,2524,2424,2731,4,2
2820,2121,2405,3326,2212,2838,1979,2721,2524,1980,2553,2480,3400,2471,2414,2675,4,2
2830,2097,2437,3343,2115,2852,1994,2724,2851,1994,2557,2458,3381,2467,2405,2770,4,2
2844,2153,2465,3359,2185,2873,2017,2758,2854,1999,2578,2525,3383,2518,2432,2716,4,2
2249,1764,1947,2637,1923,2449,1826,2278,2330,1840,2275,2101,2809,2073,2081,2186,4,3
2364,1855,2054,2805,1999,2519,1846,2317,2515,1845,2269,2132,2807,2072,2106,2212,4,3
2305,1780,1988,2730,1944,2539,1854,2316,2318,1833,2251,2073,2708,2003,2054,2210,4,3
2217,1727,1956,2623,1853,2459,1846,2251,2337,1847,2233,2073,2708,2020,2087,2189,4,3
2356,1913,2081,2808,2102,2614,1971,2376,2338,1952,2319,2142,2776,2083,2144,2227,4,3
1901,1580,1693,2271,1771,2217,1655,1988,2078,1610,1970,1842,2310,1747,1842,1889,4,3
2016,1613,1777,2373,1764,2343,1795,2040,1936,1759,2087,1890,2350,1790,1867,1845,4,3
1991,1650,1767,2377,2070,2361,1832,2043,1975,1772,2113,1899,2373,1797,1881,1842,4,3
1978,1589,1754,2327,1798,2289,1781,2006,2102,1760,2060,1843,2326,1747,1818,1838,4,3
1886,1531,1688,2228,1909,2246,1733,1945,1890,1701,2001,1804,2228,1683,1797,1785,4,3
1858,1518,1641,2198,1800,2229,1722,1876,1921,1677,1975,1748,2143,1618,1731,1709,4,3
14173,6374,9923,18967,5660,6413,3936,9576,10464,4111,5596,6679,20129,11261,7756,14029,4,4
13843,6302,9776,18356,5650,6255,3796,9491,10343,3956,5419,6464,19627,10909,7565,13528,4,4
13542,6068,9508,17798,5287,6046,3704,9087,10005,3824,5252,6264,18695,10491,7256,13032,4,4
13197,5935,9235,17473,5328,5974,3661,8959,9787,3804,5197,6162,18805,10483,7218,13050,4,4
13146,5976,9257,17244,5514,5977,3660,9094,9914,3801,5209,6208,18307,10306,7236,12834,4,4
13023,5940,9160,17384,5294,5945,3643,9066,9912,3753,5178,6201,18259,10314,7182,12885,4,4
12745,5807,8981,16942,5134,5838,3570,8734,9870,3694,5042,6088,17923,10158,7054,12681,4,4
12491,5689,8847,16497,5257,5728,3498,8713,9460,3673,5004,5957,17771,9976,6938,12417,4,4
12235,5602,8641,16222,4952,5653,3471,8488,9287,3611,4918,5835,17301,9749,6801,12104,4,4
12056,5506,8503,16029,5191,5563,3434,8291,9117,3563,4844,5664,16981,9558,6662,11798,4,4
11801,5413,8345,15628,4962,5406,3317,8206,9030,3481,4762,5641,16701,9376,6534,11563,4,4
11190,5132,7925,14812,4665,5153,3169,7806,8565,3323,4502,5366,15718,8985,6253,11153,4,4
15810,7052,11067,21315,6345,7081,4226,10844,11920,4363,6125,7387,22535,12506,8579,15800,4,5
15706,6968,11043,20928,6203,6993,4124,10908,11960,4299,6021,7274,21928,12226,8256,15327,4,5
15808,6990,10973,21206,6112,7040,4234,10623,11804,4393,6119,7341,22749,12433,8499,15679,4,5
15727,6929,10927,21079,6037,6899,4035,10680,11900,4267,6012,7203,22243,12341,8341,15486,4,5
15653,6859,10831,20968,6027,6954,4149,10538,11844,4267,5974,7220,21857,12171,8280,15112,4,5
13214,5918,9645,20454,5824,6803,4059,10183,11364,4200,5844,6991,22242,12247,7798,14884,4,5
15495,6889,10839,20862,6012,6917,4115,10337,11637,4207,5860,7062,21879,12072,8184,15168,4,5
15376,6761,10703,20424,5729,6846,4093,10305,11418,4230,5871,7080,22054,12140,8255,15433,4,5
15116,6659,10560,20348,5833,6761,4046,10131,11318,4203,5847,6988,21898,12059,8166,14959,4,5
15158,6650,10526,20207,5826,6717,4002,10136,11413,4160,5808,6953,21632,11913,8024,14869,4,5
15035,6581,10375,20275,5743,6747,4061,10358,11629,4221,5907,7136,21907,12192,8257,15164,4,5
14539,6472,10177,19786,5819,6691,4015,10144,11380,4184,5828,6943,21081,11452,7664,14287,4,5
16707,7334,11568,22352,6296,7342,4371,11261,12536,4576,6405,7673,23413,12883,8902,16280,4,6
15911,7232,11510,22187,6536,7294,4380,11116,12496,4554,6374,7641,23310,12187,8327,14918,4,6
16165,7143,11268,21479,6356,7158,4273,11256,12515,4573,6382,7613,23199,12758,8811,16256,4,6
16012,7181,11553,22279,6643,7331,4363,11037,12234,4545,6350,7587,23283,12781,8688,16274,4,6
16518,7189,11367,21963,6370,7265,4344,11285,12539,4531,6328,7633,23058,12806,8846,16280,4,6
16516,7273,11543,22223,6483,7351,4391,11260,12503,4511,6329,7623,22898,12731,8783,16108,4,6
16490,7267,11509,22221,5594,7380,4451,11276,11741,4647,6474,7724,23518,12967,8903,16004,4,6
15263,6609,10958,21424,5543,7190,3966,10072,10877,4210,6129,7341,22434,12330,8381,15166,4,6
16521,7182,11426,21961,5843,7306,4389,11110,12388,4579,6388,7653,23190,12745,8739,15975,4,6
16253,6854,11270,21637,6137,7290,4382,11267,12491,4561,6365,7659,23113,12794,8764,16109,4,6
15987,6966,11049,21353,6079,7100,4265,10794,11978,4426,6184,7427,22642,12549,8597,15830,4,6
15877,6761,10683,20265,5544,6833,4170,10394,11063,4282,5948,7284,22523,12708,8773,15968,4,6
16181,7092,11247,21482,6275,7192,4306,11156,12464,4543,6350,7602,23302,12870,8792,16283,4,6
16004,7258,11441,21276,6720,7220,4308,11254,12339,4518,6311,7710,21900,12579,8751,15414,4,7
16069,7283,11490,21379,6523,7277,4325,11615,12641,4544,6380,7778,22637,12872,8910,15978,4,7
16192,7333,11594,21529,6826,7333,4362,11412,12577,4560,6363,7708,22797,12947,8876,15914,4,7
16289,7284,11578,21579,6634,7297,4321,11682,12802,4540,6360,7809,22346,12842,8895,15933,4,7
16047,7245,11425,21163,6636,7124,4253,10949,12080,4395,6142,7392,22033,12614,8538,15423,4,7
15484,7042,11070,20657,6462,7019,4201,10777,11897,4350,6073,7358,22154,12533,8537,15451,4,7
15871,7132,11333,20838,6820,6920,4103,10785,12278,4373,6297,7677,22963,13058,8909,16124,4,7
16267,7332,11637,21806,6899,7334,4370,11229,12492,4519,6311,7622,22939,12998,8848,16126,4,7
15949,7255,11433,21247,6911,7221,4300,11189,12458,4459,6246,7540,22348,12700,8669,15750,4,7
15995,7191,11415,21334,6814,7133,4230,11004,12125,4422,6242,7579,22765,12907,8768,15756,4,7
15797,7230,11324,21244,6799,7213,4295,11290,12535,4502,6313,7643,22846,12965,8810,16057,4,7
15917,7205,11519,21710,6773,7185,4068,10830,12269,4274,6121,7669,22003,12742,8775,15779,4,7
15912,7180,11373,20805,6790,7131,4228,11517,12639,4425,6210,7571,22147,12714,8751,15837,4,7
16241,7270,11576,21612,6951,7229,4286,11353,12643,4481,6311,7644,22811,12957,8820,16071,4,7
16206,7322,11496,21613,6826,7297,4350,11236,12499,4529,6320,7641,22920,13001,8837,15971,4,7
3331,1609,2408,4455,1414,1693,1047,2383,2704,1087,1445,1674,4643,2646,1857,3254,5,0
3239,1560,2328,4263,1520,1628,1001,2274,2641,1032,1358,1615,4451,2546,1798,3135,5,0
3129,1662,2326,4060,1486,1823,1258,2388,2616,1241,1589,1790,4244,2582,1976,2991,5,0
3107,1706,2355,3986,1554,1899,1318,2371,2731,1311,1652,1809,4132,2508,1975,2910,5,0
3038,1681,2300,3899,1626,1957,1369,2340,2744,1362,1688,1812,3915,2459,1954,2919,5,0
2934,1702,2254,3771,1758,1983,1406,2297,2588,1449,1802,1894,3929,2464,1979,2856,5,0
2935,1734,2289,3738,1812,2080,1461,2343,2629,1456,1798,1869,3838,2415,1965,2757,5,0
2855,1712,2243,3637,1881,2138,1488,2331,2689,1473,1850,1894,3757,2402,1980,2720,5,0
2153,1486,1796,2636,1418,1845,1252,1969,1907,1226,1617,1647,2613,1795,1662,1955,5,1
2016,1369,1658,2427,1382,1738,1196,1849,1810,1182,1567,1602,2475,1734,1617,1830,5,1
1896,1304,1587,2302,1404,1665,1187,1776,1846,1129,1525,1561,2360,1704,1539,1830,5,1
1879,1326,1573,2289,1248,1645,1143,1735,1759,1133,1499,1523,2359,1659,1571,1925,5,1
1904,1368,1619,2353,1197,1762,1213,1829,1903,1208,1559,1582,2397,1710,1552,1880,5,1
1998,1384,1663,2420,1251,1755,1228,1829,1777,1194,1556,1588,2463,1723,1592,1954,5,1
1981,1370,1667,2407,1391,1753,1231,1823,1796,1205,1574,1614,2522,1750,1588,1947,5,1
2003,1382,1646,2462,1241,1755,1227,1855,1985,1203,1578,1614,2562,1793,1607,1940,5,1
2072,1373,1709,2527,1330,1806,1249,1904,1973,1228,1620,1654,2649,1833,1663,2168,5,1
2122,1386,1748,2571,1374,1810,1270,1918,1929,1235,1625,1660,2664,1830,1649,2085,5,1
2150,1447,1772,2604,1342,1836,1282,1927,2086,1254,1651,1674,2702,1864,1684,2116,5,1
2144,1416,1766,2616,1426,1814,1257,1921,2043,1241,1625,1652,2697,1853,1663,2136,5,1
3378,2675,2974,3897,2851,3548,2593,3386,3604,2511,3193,3104,3941,3017,2991,3236,5,2
3342,2622,2946,3851,2726,3556,2618,3332,3514,2529,3164,3065,3900,2992,2998,3318,5,2
